DBNLti_id	DBNLpers_id	YearFirstPublished	YearEditionPublished	Edition	Woman	Born	Died	AuthorOrigin	DBNLgeb_land_code	DBNLgenre	DBNLsubgenre	Author	Title	Filename	ti_id_set	WPAuthor	AuthorInCanon2002	TitleInCanon2002	InBasisbibliotheek2008	AuthorDBRDMatches	AuthorNLWikipedia2019Matches	DBNLSecRefsAuthor	DBNLSecRefsTitle	holding	lending	GNTpages
nico002heer01	nico002	1946	1946	1ste druk	0	1902	1976	Roermond		proza	roman	Edmond Nicolas	De heer van Jericho	nico002heer01_01.xml	nico002heer01	Edmond Nicolas	0	0	0	0	4	4	0	0	0	0
stam006drie03	stam006	1946	1946	1ste druk	0	1858	1936	Wilhelminadorp		proza,jeugdliteratuur	roman	Jacob Stamperius	De drie Japen	stam006drie03_01.xml	stam006drie03		0	0	0	0	0	6	0	0	0	0
vrie049slaw01	vrie049	1946	1946	1ste druk	0	1907	2005	Veenwouden		proza	historische roman	Theun de Vries	Sla de wolven, herder!	vrie049slaw01_01.xml	vrie049slaw01	Theun de Vries	0	0	0	10	42	116	3	0	0	3
zern001gast01	zern001	1946	1946	1ste druk	1	1891	1982	Amsterdam		proza	roman	Elisabeth Zernike	De gast	zern001gast01_01.xml	zern001gast01	Elisabeth Zernike	0	0	0	0	5	22	1	0	0	1
boer013erfg01	boer013	1947	1947	1ste druk	1	1907	1993	Soerabaja	indon01	proza	roman	Jo Boer	De erfgenaam	boer013erfg01_01.xml	boer013erfg01	Jo Boer	0	0	0	0	5	11	1	0	0	1
bour001vier01	bour001	1947	1947	1ste druk	0	1908	1975	Renkum		proza	novelle(n)	Louis de Bourbon	Vier onbekenden	bour001vier01_01.xml	bour001vier01	Louis de Bourbon	0	0	0	0	10	8	0	0	0	1
cape003gluc01	cape003	1947	1947	1ste druk	0	1896	1996			proza	roman	Willem Capel	'Glück auf,' kompeltje! Roman uit het mijnwerkersleven in Nederland	cape003gluc01_01.xml	cape003gluc01		0	0	0	0	0	1	0	0	0	0
cool004ontm01	cool004	1947	1947	1ste druk	0	1897	1961	Wijlre		proza	novelle(n)	Antoon Coolen	De ontmoeting	cool004ontm01_01.xml	cool004ontm01	Antoon Coolen	0	0	0	0	30	60	0	0	0	1
depa002niet01	depa002	1947	1947	1ste druk	0	1912	1994	Ronse		proza	roman	Valère Depauw	Niet versagen, Mathias	depa002niet01_01.xml	depa002niet01	Valère Depauw	0	0	0	0	2	13	0	0	0	0
erse001laat01	erse001	1947	1947	1ste druk	0	1916	2012			proza,jeugdliteratuur	roman	Jef Ersebeek	De laatste ronde	erse001laat01_01.xml	erse001laat01		0	0	0	0	0	0	0	0	0	0
hall005brie02	hall005	1947	1947	1ste druk	0	1898	1948	Lier		proza	briefroman	Ernest van der Hallen	Brieven aan Elckerlyc (onder ps. J. van den Wijngaerdt)	hall005brie02_01.xml	hall005brie02	Ernest Van der Hallen	0	0	0	0	5	20	0	0	0	1
holl008peer01	holl008	1947	1947	1ste druk	0	1907	1978	Maastricht		proza,jeugdliteratuur	roman	Bèr Hollewijn	Peer (onder ps. Sjesco Orenz)	holl008peer01_01.xml	holl008peer01		0	0	0	0	2	0	0	0	0	0
iepe001gegi01	iepe001	1947	1947	1ste druk	0	1891	1970	Rotterdam		proza	roman	Willem van Iependaal	Gegist bestek	iepe001gegi01_01.xml	iepe001gegi01	Willem van Iependaal	0	0	0	1	9	7	1	0	0	0
jong003doll01	jong003	1947	1947	1ste druk	0	1888	1943	Nieuw Vossemeer		proza	historische roman	A.M. de Jong	De dolle vaandrig. Eerste deel: Gerbrandt	jong003doll01_01.xml	jong003doll01	A.M. de Jong	0	0	0	0	39	48	0	0	0	1
jong003doll02	jong003	1947	1947	1ste druk	0	1888	1943	Nieuw Vossemeer		proza	historische roman	A.M. de Jong	De dolle vaandrig. Tweede deel: Breero	jong003doll02_01.xml	jong003doll02	A.M. de Jong	0	0	0	0	39	48	0	0	0	1
kemp004fell01	kemp004	1947	1947	?	0	1890	1964	Maastricht		proza	roman	Mathias Kemp	De felle novene	kemp004fell01_01.xml	kemp004fell01	Mathias Kemp	0	0	0	0	2	21	0	0	0	0
last001ving01	last001	1947	1947	1ste druk	0	1898	1972	Den Haag		proza	roman	Jef Last	Vingers van de linkerhand	last001ving01_01.xml	last001ving01	Jef Last	0	0	0	0	22	61	0	0	0	15
nolt003knok01	nolt003	1947	1947	1ste druk	0					jeugdliteratuur	roman,limburg	G. Nolting	Knokenflip. Een mijnwerker vertelt	nolt003knok01_01.xml	nolt003knok01		0	0	0	0	0	0	0	0	0	0
revi002pavi01	revi002	1947	1947	1ste druk	0	1904	1973	Zeist		proza	roman	M. Revis	Paviljoen van glas	revi002pavi01_01.xml	revi002pavi01	M. Revis	0	0	0	0	1	11	2	0	0	0
schr014kron02	schr014	1947	1947	1ste druk	0	1893	1966	Sittard		proza	roman	Jacques Schreurs	Kroniek eener parochie. Deel 2. De mensch en zijn schaduw	schr014kron02_01.xml	schr014kron02	Jacques Schreurs	0	0	0	0	12	18	0	0	0	0
schr014mijn01	schr014	1947	1947	1ste druk	0	1893	1966	Sittard		proza	roman	Jacques Schreurs	Mijn moeder Elisabeth	schr014mijn01_01.xml	schr014mijn01	Jacques Schreurs	0	0	0	0	12	18	3	0	0	0
vest002vuur01	vest002	1947	1947	1ste druk	0	1898	1971	Harlingen		proza	roman	Simon Vestdijk	De vuuraanbidders	vest002vuur01_01.xml	vest002vuur01	Simon Vestdijk	1	1	1	18	100	372	10	0	0	18
vrie040jong01	vrie040	1947	1947	1ste druk	0	1919	2002			proza,jeugdliteratuur	roman	Leonard de Vries	De jongens van de hobby club	vrie040jong01_01.xml	vrie040jong01	Leonard de Vries	0	0	0	0	8	3	0	0	0	0
blam001eenz02	blam001	1948	1948	1ste druk	1	1905	1960	Rotterdam		proza	roman	Anna Blaman	Eenzaam avontuur	blam001eenz02_01.xml	blam001eenz02	Anna Blaman	1	0	0	4	36	44	7	0	0	19
boer013beel01	boer013	1948	1948	1ste druk	1	1907	1993	Soerabaja	indon01	proza	roman	Jo Boer	Beeld en spiegelbeeld	boer013beel01_01.xml	boer013beel01	Jo Boer	0	0	0	0	5	11	0	0	0	1
bosc024niet01	bosc024	1948	1948	1ste druk	0	1902	1994	Aartrijke		proza	historische roman	F.R. Boschvogel	Niet wanhopen Maria Christina	bosc024niet01_01.xml	bosc024niet01	F.R. Boschvogel	0	0	0	0	0	24	2	0	0	0
bosc024zand01	bosc024	1948	1948	1ste druk	0	1902	1994	Aartrijke		proza	novelle(n)	F.R. Boschvogel	Zandstuivers	bosc024zand01_01.xml	bosc024zand01	F.R. Boschvogel	0	0	0	0	0	24	0	0	0	0
dekk007merk01	dekk007	1948	1948	1ste druk	0	1896	1962	Amsterdam		proza	roman	Maurits Dekker	Het merkteken	dekk007merk01_01.xml	dekk007merk01	Maurits Dekker	0	0	0	1	10	27	0	3	0	1
haim001gude01	haim001	1948	1948	1ste druk	0	1913	1996	Ohe en Laak		proza	roman	Paul Haimon	Gudela	haim001gude01_01.xml	haim001gude01		0	0	0	0	0	5	0	0	0	0
ouds001fant01	ouds001	1948	1948	1ste druk	0	1876	1951	Den Haag		proza	novelle(n)	J. van Oudshoorn	De fantast	ouds001fant01_01.xml	ouds001fant01	J. van Oudshoorn	1	0	0	0	6	67	2	0	0	1
roos002schi01	roos002	1948	1948	1ste druk	0	1909	1991	Langezwaag		proza,jeugdliteratuur	roman,verhalen	H. de Roos	De schippers van de Kameleon	roos002schi01_01.xml	roos002schi01	Hotze de Roos	0	0	1	2	84	4	1	1	0	0
schr014kron03	schr014	1948	1948	1ste druk	0	1893	1966	Sittard		proza	roman	Jacques Schreurs	Kroniek eener parochie. Deel 3. De weg zijner zonen	schr014kron03_01.xml	schr014kron03	Jacques Schreurs	0	0	0	0	12	18	0	0	0	0
wess008galo01	wess008	1948	1948	1ste druk	0	1891	1954	Den Haag		proza	roman	Constant van Wessem	Galop chromatique	wess008galo01_01.xml	wess008galo01	Constant van Wessem	0	0	0	0	5	46	0	0	0	18
berk011veel01	berk011	1949	2001	5de druk	0	1920	2020	Rijkevorsel		proza	roman,roman (populair/bestseller)	Aster Berkhof	Veel geluk, professor!	berk011veel01_01.xml	berk011veel02,berk011veel01	Aster Berkhof	0	0	1	4	8	15	1	1	1	3
brug007font01	brug007	1949	1949	1ste druk	0	1874	1960	Den Helder		proza	roman	Kees van Bruggen	Fontana Marina	brug007font01_01.xml	brug007font01	Kees van Bruggen	0	0	0	0	2	14	1	0	0	0
dekk007were01	dekk007	1949	1949	1ste druk	0	1896	1962	Amsterdam		proza	novelle(n)	Maurits Dekker	De wereld heeft geen wachtkamer	dekk007were01_01.xml	dekk007were01	Maurits Dekker	0	0	0	1	10	27	0	4	0	1
fran024spie01	fran024	1949	1949	1ste druk	0	1915	1979	Amby		proza	roman	Robert Franquinet	Spiegelgruis	fran024spie01_01.xml	fran024spie01	Robert Franquinet	0	0	0	0	0	8	0	0	0	0
helm003afda01	helm003	1949	1949	1ste druk	0	1903	1996	Paramaribo	surin01	proza	roman	Albert Helman	Afdaling in de vulkaan	helm003afda01_01.xml	helm003afda01	Albert Helman	0	0	0	4	39	144	1	0	0	4
iepe001comm01	iepe001	1949	1951	4de druk	0	1891	1970	Rotterdam		proza	roman	Willem van Iependaal	De commissaris kan me nog meer vertellen	iepe001comm01_01.xml	iepe001comm02,iepe001comm01	Willem van Iependaal	0	0	0	1	9	7	0	0	0	0
iepe001vast01	iepe001	1949	1949	1ste druk	0	1891	1970	Rotterdam		proza	roman	Willem van Iependaal	Vaste koers	iepe001vast01_01.xml	iepe001vast01	Willem van Iependaal	0	0	0	1	9	7	0	3	0	0
lenn001twee01	lenn001	1949	1949	1ste druk	1	1899	1972	Hattem		proza	novelle(n)	Clare Lennart	Twee negerpopjes	lenn001twee01_01.xml	lenn001twee01	Clare Lennart	0	0	0	0	1	14	0	0	0	1
nico002broc01	nico002	1949	1949	1ste druk	0	1902	1976	Roermond		proza	roman	Edmond Nicolas	Brocaat en boerenbont. Schering en inslag van een fabrikantenleven	nico002broc01_01.xml	nico002broc01	Edmond Nicolas	0	0	0	0	4	4	0	0	0	0
ram_012marc01	ram_012	1949	1949	1ste druk	0					proza,jeugdliteratuur	roman	Joh. Ram	Marco de nar	ram_012marc01_01.xml	ram_012marc01		0	0	0	0	0	0	0	0	0	0
scha033witt01	scha033	1949	1949	1ste druk	1	1895	1984	Amsterdam		proza	roman	Jeanne van Schaik-Willing	Witte veren	scha033witt01_01.xml	scha033witt01		0	0	0	1	1	16	0	0	0	1
schr014klei02	schr014	1949	1949	1ste druk	0	1893	1966	Sittard		proza	roman	Jacques Schreurs	Kleine vertellingen	schr014klei02_01.xml	schr014klei02	Jacques Schreurs	0	0	0	0	12	18	0	0	0	0
vest002bevr02	vest002	1949	1978	1ste druk	0	1898	1971	Harlingen		proza	roman	Simon Vestdijk	Verzamelde romans. Deel 19. Bevrijdingsfeest	vest002bevr02_01.xml	vest002bevr02,vest002bevr01	Simon Vestdijk	1	0	0	18	100	372	4	1	0	18
arde003mand01	arde003	1950	1950	1ste druk	0					proza	roman,detective	Sherry Arden	De man die in revoluties handelde	arde003mand01_01.xml	arde003mand01		0	0	0	0	0	0	0	0	0	0
daal003fijn01	daal003	1950	1950	1ste druk	0	1887	1963	Oosterend		proza,jeugdliteratuur	roman	D.L. Daalder	Fijn en grof. De geschiedenis van een meisje en een jongen op Texel	daal003fijn01_01.xml	daal003fijn01	D.L. Daalder	0	0	0	0	0	7	0	0	0	0
marx002opei01	marx002	1950	1950	1ste druk	1	1889	1948	Oranjewoud		proza,jeugdliteratuur	roman	Cissy van Marxveldt	Op eigen benen	marx002opei01_01.xml	marx002opei01	Cissy van Marxveldt	0	0	0	26	11	13	0	0	0	0
mend001alsw02	mend001	1950	1980	3de druk	1	1902	1995	Groningen		proza	roman	Josepha Mendels	Als wind en rook	mend001alsw02_01.xml	mend001alsw01,mend001alsw02	Josepha Mendels	0	0	0	0	1	10	3	0	0	5
sell001ande01	sell001	1950	1950	1ste druk	1	1875	1957	Utrecht		proza,jeugdliteratuur	roman	J.M. Selleger-Elout	Andertje	sell001ande01_01.xml	sell001ande01	Johanna Madeleine Elout	0	0	0	0	1	3	0	3	0	0
zern001erfe01	zern001	1950	1950	1ste druk	1	1891	1982	Amsterdam		proza	novelle(n)	Elisabeth Zernike	De erfenis	zern001erfe01_01.xml	zern001erfe01	Elisabeth Zernike	0	0	0	0	5	22	0	2	0	1
zweg001twee01	zweg001	1950	1950	1ste druk	0	1899	1976			proza,jeugdliteratuur	roman	Broeder Vergilius Zwegers	Twee jongens in de wildernis	zweg001twee01_01.xml	zweg001twee01		0	0	0	0	0	0	0	0	0	0
fran024mijn01	fran024	1951	1951	1ste druk	0	1915	1979	Amby		proza	roman	Robert Franquinet	Mijn hart zal niet vrezen	fran024mijn01_01.xml	fran024mijn01	Robert Franquinet	0	0	0	0	0	8	0	0	0	0
gijs006klaa01	gijs006	1951	1999	26ste druk	0	1899	1984	Antwerpen		proza	roman	Marnix Gijsen	Klaaglied om Agnes	gijs006klaa01_01.xml	gijs006klaa02,gijs006klaa01	Marnix Gijsen	1	0	1	2	31	110	9	18	135	9
koss001moor01	koss001	1951	1961	2de, gewijzigde druk	0	1922	1998	Leiden		proza	roman	Alfred Kossmann	De moord op Arend Zwigt	koss001moor01_01.xml	koss001moor01,koss001moor02	Alfred Kossmann	0	0	0	0	7	31	2	0	0	3
land004appe02	land004	1951	1984	herdruk	0	1911	1989	Cirebon (Java)	indon01	proza	roman	Olaf J. de Landell	De appels bloeien	land004appe02_01.xml	land004appe01,land004appe02	Olaf J. de Landell	0	0	0	0	3	0	1	1	9	0
land004pors02	land004	1951	1951	1ste druk	0	1911	1989	Cirebon (Java)	indon01	proza	novelle(n)	Olaf J. de Landell	De porselein tafel	land004pors02_01.xml	land004pors02	Olaf J. de Landell	0	0	0	0	3	0	0	0	0	0
lenn001sere01	lenn001	1951	1951	1ste druk	1	1899	1972	Hattem		proza	roman	Clare Lennart	Serenade uit de verte	lenn001sere01_01.xml	lenn001sere01	Clare Lennart	0	0	0	0	1	14	0	1	7	1
schr014gods01	schr014	1951	1951	1ste druk	0	1893	1966	Sittard		proza	roman	Jacques Schreurs	Het godsbewijs van dokter Chantrain	schr014gods01_01.xml	schr014gods01	Jacques Schreurs	0	0	0	0	12	18	0	0	0	0
vest002vijf07	vest002	1951	1980	1ste druk	0	1898	1971	Harlingen		proza	roman	Simon Vestdijk	Verzamelde romans. Deel 22. De vijf roeiers	vest002vijf07_01.xml	vest002vijf02,vest002vijf07	Simon Vestdijk	1	0	0	18	100	372	3	0	0	18
bord001doop01	bord001	1952	1952	1ste druk	0	1884	1965	Amsterdam		proza	roman	F. Bordewijk	De doopvont	bord001doop01_01.xml	bord001doop01	Ferdinand Bordewijk	1	0	0	4	43	125	3	0	0	21
dekk007afgr01	dekk007	1952	1952	1ste druk	0	1896	1962	Amsterdam		proza	roman	Maurits Dekker	De afgrond is vlak voor uw voeten	dekk007afgr01_01.xml	dekk007afgr01	Maurits Dekker	0	0	0	1	10	27	0	0	0	1
fran024mara01	fran024	1952	1952	1ste druk	0	1915	1979	Amby		proza	roman	Robert Franquinet	Marat, de marskramer	fran024mara01_01.xml	fran024mara01	Robert Franquinet	0	0	0	0	0	8	0	0	0	0
gijs006vlee01	gijs006	1952	1952	1ste druk	0	1899	1984	Antwerpen		proza	roman	Marnix Gijsen	De vleespotten van Egypte	gijs006vlee01_01.xml	gijs006vlee01	Marnix Gijsen	1	0	0	2	31	110	1	2	0	9
helm003laai02	helm003	1952	1973	6de druk	0	1903	1996	Paramaribo	surin01	proza	roman	Albert Helman	De laaiende stilte	helm003laai02_01.xml	helm003laai02,helm003laai01	Albert Helman	0	0	0	4	39	144	3	0	0	4
holl008bran01	holl008	1952	1952	1ste druk	0	1907	1978	Maastricht		proza	roman,limburg	Bèr Hollewijn	Brandende aarde. Een brok geschiedenis van de mijnstreek	holl008bran01_01.xml	holl008bran01		0	0	0	0	2	0	0	0	0	0
logg001inse01	logg001	1952	1952	1ste druk	0	1916	1998	Amsterdam		proza	novelle(n)	Manuel van Loggem	Insecten in plastic	logg001inse01_01.xml	logg001inse01	Manuel van Loggem	0	0	0	1	4	10	1	0	0	0
oven001judi01	oven001	1952	1952	1ste druk	0	1885	1969			proza,jeugdliteratuur	roman	Ro van Oven	Judith Leyster	oven001judi01_01.xml	oven001judi01	Ro van Oven	0	0	0	0	0	2	0	0	0	0
rutg005ross01	rutg005	1952	1952	1ste druk	1	1910	1990	Amsterdam		proza,jeugdliteratuur	roman	An Rutgers van der Loeff	Rossy, dat krantenkind	rutg005ross01_01.xml	rutg005ross01	An Rutgers van der Loeff	0	0	0	0	8	12	1	4	13	0
schi003ande02	schi003	1952	1974	4de druk	0	1918	1996	Glanerbrug		proza	roman	Bert Schierbeek	De andere namen	schi003ande02_01.xml	schi003ande01,schi003ande02	Bert Schierbeek	0	0	0	1	25	94	0	0	0	25
teir001geve01	teir001	1952	1952	1ste druk	0	1879	1967	Sint-Jans-Molenbeek		proza	roman	Herman Teirlinck	Het gevecht met de engel	teir001geve01_01.xml	teir001geve01	Herman Teirlinck	1	0	0	2	236	164	5	0	0	9
vest002verm02	vest002	1952	1984	1ste druk	0	1898	1971	Harlingen		proza	historische roman	Simon Vestdijk	Verzamelde romans. Deel 24. De verminkte Apollo	vest002verm02_01.xml	vest002verm02,vest002verm01	Simon Vestdijk	1	0	0	18	100	372	1	0	3	18
vrie011stor01	vrie011	1952	1952	1ste druk	0	1904	1964	Assen		proza,jeugdliteratuur	roman	Anne de Vries	De storm steekt op	vrie011stor01_01.xml	vrie011stor01	Anne de Vries	0	0	0	2	25	21	0	0	0	1
anem001aeti01	anem001	1953	1953	1ste druk	0	1875	1961	Minnertsga		proza	roman	Seerp Anema	De Aetiopische	anem001aeti01_01.xml	anem001aeti01	Seerp Anema	0	0	0	0	1	18	0	0	0	2
anem001auli01	anem001	1953	1953	1ste druk	0	1875	1961	Minnertsga		proza	roman	Seerp Anema	De Aulische	anem001auli01_01.xml	anem001auli01	Seerp Anema	0	0	0	0	1	18	0	0	0	2
cool004vrou01	cool004	1953	1953	1ste druk	0	1897	1961	Wijlre		proza	roman	Antoon Coolen	De vrouw met de zes slapers	cool004vrou01_01.xml	cool004vrou01	Antoon Coolen	0	0	0	0	30	60	2	4	47	1
daal003hist02	daal003	1953	1963	3de druk	0	1887	1963	Oosterend		proza,jeugdliteratuur	roman	D.L. Daalder	De historie van Reynaert de Vos	daal003hist02_01.xml	daal003hist02,daal003hist03	D.L. Daalder	0	0	0	0	0	7	0	0	0	0
helm003mede02	helm003	1953	1980	2de druk	0	1903	1996	Paramaribo	surin01	proza	roman	Albert Helman	De medeminnaars	helm003mede02_01.xml	helm003mede01,helm003mede02	Albert Helman	0	0	0	4	39	144	0	0	0	4
helm003mijn04	helm003	1953	1991	herziene druk	0	1903	1996	Paramaribo	surin01	proza	roman	Albert Helman	Mijn aap lacht	helm003mijn04_01.xml	helm003mijn02,helm003mijn04	Albert Helman	0	0	0	4	39	144	4	0	0	4
scha033fees01	scha033	1953	1953	1ste druk	1	1895	1984	Amsterdam		proza,jeugdliteratuur	roman	Jeanne van Schaik-Willing	De feesten van Josien	scha033fees01_01.xml	scha033fees01		0	0	0	1	1	16	0	0	0	1
blam001ople01	blam001	1954	1954	1ste druk	1	1905	1960	Rotterdam		proza	roman	Anna Blaman	Op leven en dood	blam001ople01_01.xml	blam001ople01	Anna Blaman	1	0	0	4	36	44	3	3	2	19
dend001were01	dend001	1954	1954	1ste druk	0	1919	2004	Winschoten		proza	roman,roman (populair/bestseller)	Max Dendermonde	De wereld gaat aan vlijt ten onder	dend001were01_01.xml	dend001were01	Max Dendermonde	0	0	1	3	15	6	1	1	1	0
dodg001zilv01	dodg001	1954	1970	5de druk	1	1831	1905	New York	veren02	proza,jeugdliteratuur	roman	Mary Mapes Dodge	Hannes Brinker of de zilveren schaatsen	dodg001zilv01_01.xml	brui005zilv01,dodg001zilv01	Mary Mapes Dodge	0	0	0	0	1	0	0	3	0	0
huls013roze09	huls013	1954	1989	13de druk	0	1879	1963	Utrecht		proza,jeugdliteratuur	roman	W.G. van de Hulst	Rozemarijntje en de oude juffrouw	huls013roze09_01.xml	huls013roze09,huls013roze08	Willem Gerrit van de Hulst	0	0	0	0	17	23	0	0	0	2
aalb003lief01	aalb003	1955	1955	1ste druk	0	1917	1983	Bruinisse		proza	roman,roman (populair/bestseller)	Han B. Aalberse	De liefde van Bob en Daphne	aalb003lief01_01.xml	aalb003lief01	Han B. Aalberse	0	0	1	0	2	0	0	0	0	0
bord001bloe01	bord001	1955	1956	2de druk	0	1884	1965	Amsterdam		proza	roman	F. Bordewijk	Bloesemtak	bord001bloe01_01.xml	bord001bloe02,bord001bloe01	Ferdinand Bordewijk	1	0	0	4	43	125	4	1	4	21
haar006were01	haar006	1955	1973	1ste druk	0	1922	1998	Hilversum		proza,jeugdliteratuur	roman	Jaap ter Haar	Het wereldje van Beer Ligthart	haar006were01_01.xml	haar006were01	Jaap ter Haar	0	0	0	4	7	6	3	37	683	1
land004vers02	land004	1955	1977	7de druk	0	1911	1989	Cirebon (Java)	indon01	proza	roman	Olaf J. de Landell	Versprongen ster	land004vers02_01.xml	land004vers02,land004vers01	Olaf J. de Landell	0	0	0	0	3	0	1	0	0	0
nico002erfe01	nico002	1955	1955	1ste druk	0	1902	1976	Roermond		proza	roman	Edmond Nicolas	De erfenis	nico002erfe01_01.xml	nico002erfe01	Edmond Nicolas	0	0	0	0	4	4	0	0	0	0
nijh002venu01	nijh002	1955	1955	1ste druk	1	1897	1971	Den Haag		proza	roman	A.H. Nijhoff	Venus in ballingschap	nijh002venu01_01.xml	nijh002venu01	A.H. Nijhoff	0	0	0	2	8	7	2	0	0	5
noor022kanm01	noor022	1955	1955	1ste druk	1	1923	2003	Rotterdam		proza	roman	Nel Noordzij	Het kan me niet schelen	noor022kanm01_01.xml	noor022kanm01	Nel Noordzij	0	0	0	0	2	11	3	0	0	5
vest002beri01	vest002	1955	1964	1ste druk	0	1898	1971	Harlingen		proza	roman	Simon Vestdijk	Bericht uit het hiernamaals	vest002beri01_01.xml	vest002beri01	Simon Vestdijk	1	0	0	18	100	372	2	0	0	18
vos_012wien01	vos_012	1955	1981	1ste druk	1	1931	2006	Groningen		proza,jeugdliteratuur	non-fictie/autobiografie-memoires,roman	Ida Vos	Wie niet weg is wordt gezien	vos_012wien01_01.xml	vos_012wien01	Ida Vos	0	0	0	0	3	2	0	0	0	1
vrie040chaw01	vrie040	1955	1955	1ste druk	0	1919	2002			jeugdliteratuur	roman	Leonard de Vries	Chaweriem	vrie040chaw01_01.xml	vrie040chaw01	Leonard de Vries	0	0	0	0	8	3	0	0	0	0
bord001geac01	bord001	1956	1956	1ste druk	0	1884	1965	Amsterdam		proza,non-fictie	briefroman,verhalen,non-fictie/rechtswetenschap	F. Bordewijk	Geachte confrère	bord001geac01_01.xml	bord001geac01	Ferdinand Bordewijk	1	0	0	4	43	125	1	0	0	21
deys001pric02	deys001	1956	1982	2de, herziene druk	0	1864	1952	Amsterdam		proza	roman	Lodewijk van Deyssel	Het leven van Frank Rozelaar	deys001pric02_01.xml	deys001pric01,deys001pric02	Lodewijk van Deyssel	1	0	0	5	45	391	4	9	6	3
nolt001rena01	nolt001	1956	1956	1ste druk	1	1920	2000	Amsterdam		proza	roman,non-fictie/geschiedenis-archeologie,non-fictie/muziek-ballet-toneel-film-tv	Hélène Nolthenius	Renaissance in mei	nolt001rena01_01.xml	nolt001rena01	Hélène Nolthenius	0	0	1	0	5	10	1	0	0	1
dekk007ande01	dekk007	1957	1957	1ste druk	0	1896	1962	Amsterdam		proza	roman	Maurits Dekker	Het andere	dekk007ande01_01.xml	dekk007ande01	Maurits Dekker	0	0	0	1	10	27	2	0	0	1
diek001padu01	diek001	1957	1991	6de druk	1	1925	2017	Assen		jeugdliteratuur	roman	Miep Diekmann	Padu is gek	diek001padu01_01.xml	diek001padu03,diek001padu01	Miep Diekmann	0	0	0	1	14	30	4	0	0	4
helm003mijn03	helm003	1957	1966	2de druk	0	1903	1996	Paramaribo	surin01	proza	novelle(n)	Albert Helman	Mijn aap schreit. Het euvel gods	helm003mijn03_01.xml	helm003mijn03,helm003mijn05	Albert Helman	0	0	0	4	39	144	1	0	0	4
pres003nach01	pres003	1957	1957	1ste druk	0	1899	1970	Amsterdam		proza	novelle(n)	J. Presser	De nacht der Girondijnen	pres003nach01_01.xml	pres003nach01	Jacques Presser	0	0	0	1	26	21	4	1	14	3
timm012land01	timm012	1957	1957	1ste druk	0	1931	2018	Heerlen		proza	roman	Oscar Timmers	Landklimaat	timm012land01_01.xml	timm012land01	Oscar Timmers	0	0	0	0	1	13	1	0	0	2
defr001gehu01	defr001	1958	1958	1ste druk	0	1893	1961	Maastricht		proza	novelle(n)	August Defresne	Het gehucht	defr001gehu01_01.xml	defr001gehu01	August Defresne	0	0	0	0	8	11	0	0	0	0
haim001wego02	haim001	1958	1978	2de druk	0	1913	1996	Ohe en Laak		proza	roman	Paul Haimon	De weg over de grens	haim001wego02_01.xml	haim001wego02,haim001wego01		0	0	0	0	0	5	0	4	0	0
haim001land02	haim001	1959	1959	1ste druk	0	1913	1996	Ohe en Laak		proza	roman	Paul Haimon	Het landgoed Solitudo	haim001land02_01.xml	haim001land02		0	0	0	0	0	5	1	0	0	0
vuyk001geru02	vuyk001	1959	1960	2de druk	1	1905	1991	Rotterdam		proza	novelle(n)	Beb Vuyk	Gerucht en geweld	vuyk001geru02_01.xml	vuyk001geru01,vuyk001geru02	Beb Vuyk	0	0	0	0	6	37	2	0	0	5
zern001hard02	zern001	1959	1964	3de druk	1	1891	1982	Amsterdam		proza	roman	Elisabeth Zernike	Het harde paradijs	zern001hard02_01.xml	zern001hard01,zern001hard02	Elisabeth Zernike	0	0	0	0	5	22	1	0	0	1
blam001verl02	blam001	1960	1982	16de druk	1	1905	1960	Rotterdam		proza	roman	Anna Blaman	De verliezers	blam001verl02_01.xml	blam001verl01,blam001verl02	Anna Blaman	1	0	0	4	36	44	3	3	10	19
vest002filo03	vest002	1961	1980	1ste druk	0	1898	1971	Harlingen		proza	roman	Simon Vestdijk	Verzamelde romans. Deel 35. De filosoof en de sluipmoordenaar	vest002filo03_01.xml	vest002filo01,vest002filo03	Simon Vestdijk	1	0	0	18	100	372	2	0	0	18
blij001plan01	blij001	1962	1962	1ste druk	0	1901	1975	Harlingen		proza	novelle(n)	Rein Blijstra	Het planetarium van Otze Otzinga	blij001plan01_01.xml	blij001plan01	R. Blijstra	0	0	0	0	1	22	0	0	0	1
even004wijw02	even004	1962	1970	4de druk	1	1927	2005	Onstwedde		proza,jeugdliteratuur	historische roman	Gertie Evenhuis	Wij waren er ook bij	even004wijw02_01.xml	even004wijw02,even004wijw01	Gertie Evenhuis	0	0	0	0	3	2	0	2	0	1
vest002held03	vest002	1962	1979	1ste druk	0	1898	1971	Harlingen		proza	historische roman	Simon Vestdijk	Verzamelde romans. Deel 37. De held van Temesa	vest002held03_01.xml	vest002held01,vest002held03	Simon Vestdijk	1	0	0	18	100	372	6	0	0	18
geel005mage01	geel005	1963	1963	1ste druk	0	1941		Amsterdam		proza	roman	Rudolf Geel	De magere heilige	geel005mage01_01.xml	geel005mage01	Rudolf Geel	0	0	0	0	10	14	2	0	0	1
mich015boek01	mich015	1963	1963	1ste druk	0	1923	2012	Mortsel		proza	roman	Ivo Michiels	Het boek alfa	mich015boek01_01.xml	mich015boek01	Ivo Michiels	0	0	1	0	23	64	13	0	0	27
